time,电池功率(kW),正向有功总电能,反向有功总电能,储能SOC(%),电池设置功率(kW)
2026-02-26 00:00:00,0.0,0.0,0.0,30.0,
2026-02-26 00:01:00,0.0,0.0,0.0,30.0,
2026-02-26 00:02:00,0.0,0.0,0.0,30.0,
2026-02-26 00:03:00,0.0,0.0,0.0,30.0,
2026-02-26 00:04:00,0.0,0.0,0.0,30.0,
2026-02-26 00:05:00,0.0,0.0,0.0,30.0,
2026-02-26 00:06:00,0.0,0.0,0.0,30.0,
2026-02-26 00:07:00,0.0,0.0,0.0,30.0,
2026-02-26 00:08:00,0.0,0.0,0.0,30.0,
2026-02-26 00:09:00,0.0,0.0,0.0,30.0,
2026-02-26 00:10:00,0.0,0.0,0.0,30.0,
2026-02-26 00:11:00,0.0,0.0,0.0,30.0,
2026-02-26 00:12:00,0.0,0.0,0.0,30.0,
2026-02-26 00:13:00,0.0,0.0,0.0,30.0,
2026-02-26 00:14:00,0.0,0.0,0.0,30.0,
2026-02-26 00:15:00,0.0,0.0,0.0,30.0,
2026-02-26 00:16:00,0.0,0.0,0.0,30.0,
2026-02-26 00:17:00,0.0,0.0,0.0,30.0,
2026-02-26 00:18:00,0.0,0.0,0.0,30.0,
2026-02-26 00:19:00,0.0,0.0,0.0,30.0,
2026-02-26 00:20:00,0.0,0.0,0.0,30.0,
2026-02-26 00:21:00,0.0,0.0,0.0,30.0,
2026-02-26 00:22:00,0.0,0.0,0.0,30.0,
2026-02-26 00:23:00,0.0,0.0,0.0,30.0,
2026-02-26 00:24:00,0.0,0.0,0.0,30.0,
2026-02-26 00:25:00,0.0,0.0,0.0,30.0,
2026-02-26 00:26:00,0.0,0.0,0.0,30.0,
2026-02-26 00:27:00,0.0,0.0,0.0,30.0,
2026-02-26 00:28:00,0.0,0.0,0.0,30.0,
2026-02-26 00:29:00,0.0,0.0,0.0,30.0,
2026-02-26 00:30:00,0.0,0.0,0.0,30.0,
2026-02-26 00:31:00,0.0,0.0,0.0,30.0,
2026-02-26 00:32:00,0.0,0.0,0.0,30.0,
2026-02-26 00:33:00,0.0,0.0,0.0,30.0,
2026-02-26 00:34:00,0.0,0.0,0.0,30.0,
2026-02-26 00:35:00,0.0,0.0,0.0,30.0,
2026-02-26 00:36:00,0.0,0.0,0.0,30.0,
2026-02-26 00:37:00,0.0,0.0,0.0,30.0,
2026-02-26 00:38:00,0.0,0.0,0.0,30.0,
2026-02-26 00:39:00,0.0,0.0,0.0,30.0,
2026-02-26 00:40:00,0.0,0.0,0.0,30.0,
2026-02-26 00:41:00,0.0,0.0,0.0,30.0,
2026-02-26 00:42:00,0.0,0.0,0.0,30.0,
2026-02-26 00:43:00,0.0,0.0,0.0,30.0,
2026-02-26 00:44:00,0.0,0.0,0.0,30.0,
2026-02-26 00:45:00,0.0,0.0,0.0,30.0,
2026-02-26 00:46:00,0.0,0.0,0.0,30.0,
2026-02-26 00:47:00,0.0,0.0,0.0,30.0,
2026-02-26 00:48:00,0.0,0.0,0.0,30.0,
2026-02-26 00:49:00,0.0,0.0,0.0,30.0,
2026-02-26 00:50:00,0.0,0.0,0.0,30.0,
2026-02-26 00:51:00,0.0,0.0,0.0,30.0,
2026-02-26 00:52:00,0.0,0.0,0.0,30.0,
2026-02-26 00:53:00,0.0,0.0,0.0,30.0,
2026-02-26 00:54:00,0.0,0.0,0.0,30.0,
2026-02-26 00:55:00,0.0,0.0,0.0,30.0,
2026-02-26 00:56:00,0.0,0.0,0.0,30.0,
2026-02-26 00:57:00,0.0,0.0,0.0,30.0,
2026-02-26 00:58:00,0.0,0.0,0.0,30.0,
2026-02-26 00:59:00,0.0,0.0,0.0,30.0,
2026-02-26 01:00:00,0.0,0.0,0.0,30.0,
2026-02-26 01:01:00,0.0,0.0,0.0,30.0,
2026-02-26 01:02:00,0.0,0.0,0.0,30.0,
2026-02-26 01:03:00,0.0,0.0,0.0,30.0,
2026-02-26 01:04:00,0.0,0.0,0.0,30.0,
2026-02-26 01:05:00,0.0,0.0,0.0,30.0,
2026-02-26 01:06:00,0.0,0.0,0.0,30.0,
2026-02-26 01:07:00,0.0,0.0,0.0,30.0,
2026-02-26 01:08:00,0.0,0.0,0.0,30.0,
2026-02-26 01:09:00,0.0,0.0,0.0,30.0,
2026-02-26 01:10:00,0.0,0.0,0.0,30.0,
2026-02-26 01:11:00,0.0,0.0,0.0,30.0,
2026-02-26 01:12:00,0.0,0.0,0.0,30.0,
2026-02-26 01:13:00,0.0,0.0,0.0,30.0,
2026-02-26 01:14:00,0.0,0.0,0.0,30.0,
2026-02-26 01:15:00,0.0,0.0,0.0,30.0,
2026-02-26 01:16:00,0.0,0.0,0.0,30.0,
2026-02-26 01:17:00,0.0,0.0,0.0,30.0,
2026-02-26 01:18:00,0.0,0.0,0.0,30.0,
2026-02-26 01:19:00,0.0,0.0,0.0,30.0,
2026-02-26 01:20:00,0.0,0.0,0.0,30.0,
2026-02-26 01:21:00,0.0,0.0,0.0,30.0,
2026-02-26 01:22:00,0.0,0.0,0.0,30.0,
2026-02-26 01:23:00,0.0,0.0,0.0,30.0,
2026-02-26 01:24:00,0.0,0.0,0.0,30.0,
2026-02-26 01:25:00,0.0,0.0,0.0,30.0,
2026-02-26 01:26:00,0.0,0.0,0.0,30.0,
2026-02-26 01:27:00,0.0,0.0,0.0,30.0,
2026-02-26 01:28:00,0.0,0.0,0.0,30.0,
2026-02-26 01:29:00,0.0,0.0,0.0,30.0,
2026-02-26 01:30:00,0.0,0.0,0.0,30.0,
2026-02-26 01:31:00,0.0,0.0,0.0,30.0,
2026-02-26 01:32:00,0.0,0.0,0.0,30.0,
2026-02-26 01:33:00,0.0,0.0,0.0,30.0,
2026-02-26 01:34:00,0.0,0.0,0.0,30.0,
2026-02-26 01:35:00,0.0,0.0,0.0,30.0,
2026-02-26 01:36:00,0.0,0.0,0.0,30.0,
2026-02-26 01:37:00,0.0,0.0,0.0,30.0,
2026-02-26 01:38:00,0.0,0.0,0.0,30.0,
2026-02-26 01:39:00,0.0,0.0,0.0,30.0,
2026-02-26 01:40:00,0.0,0.0,0.0,30.0,
2026-02-26 01:41:00,0.0,0.0,0.0,30.0,
2026-02-26 01:42:00,0.0,0.0,0.0,30.0,
2026-02-26 01:43:00,0.0,0.0,0.0,30.0,
2026-02-26 01:44:00,0.0,0.0,0.0,30.0,
2026-02-26 01:45:00,0.0,0.0,0.0,30.0,
2026-02-26 01:46:00,0.0,0.0,0.0,30.0,
2026-02-26 01:47:00,0.0,0.0,0.0,30.0,
2026-02-26 01:48:00,0.0,0.0,0.0,30.0,
2026-02-26 01:49:00,0.0,0.0,0.0,30.0,
2026-02-26 01:50:00,0.0,0.0,0.0,30.0,
2026-02-26 01:51:00,0.0,0.0,0.0,30.0,
2026-02-26 01:52:00,0.0,0.0,0.0,30.0,
2026-02-26 01:53:00,0.0,0.0,0.0,30.0,
2026-02-26 01:54:00,0.0,0.0,0.0,30.0,
2026-02-26 01:55:00,0.0,0.0,0.0,30.0,
2026-02-26 01:56:00,0.0,0.0,0.0,30.0,
2026-02-26 01:57:00,0.0,0.0,0.0,30.0,
2026-02-26 01:58:00,0.0,0.0,0.0,30.0,
2026-02-26 01:59:00,0.0,0.0,0.0,30.0,
2026-02-26 02:00:00,0.0,0.0,0.0,30.0,
2026-02-26 02:01:00,0.0,0.0,0.0,30.0,
2026-02-26 02:02:00,0.0,0.0,0.0,30.0,
2026-02-26 02:03:00,0.0,0.0,0.0,30.0,
2026-02-26 02:04:00,0.0,0.0,0.0,30.0,
2026-02-26 02:05:00,0.0,0.0,0.0,30.0,
2026-02-26 02:06:00,0.0,0.0,0.0,30.0,
2026-02-26 02:07:00,0.0,0.0,0.0,30.0,
2026-02-26 02:08:00,0.0,0.0,0.0,30.0,
2026-02-26 02:09:00,0.0,0.0,0.0,30.0,
2026-02-26 02:10:00,0.0,0.0,0.0,30.0,
2026-02-26 02:11:00,0.0,0.0,0.0,30.0,
2026-02-26 02:12:00,0.0,0.0,0.0,30.0,
2026-02-26 02:13:00,0.0,0.0,0.0,30.0,
2026-02-26 02:14:00,0.0,0.0,0.0,30.0,
2026-02-26 02:15:00,0.0,0.0,0.0,30.0,
2026-02-26 02:16:00,0.0,0.0,0.0,30.0,
2026-02-26 02:17:00,0.0,0.0,0.0,30.0,
2026-02-26 02:18:00,0.0,0.0,0.0,30.0,
2026-02-26 02:19:00,0.0,0.0,0.0,30.0,
2026-02-26 02:20:00,0.0,0.0,0.0,30.0,
2026-02-26 02:21:00,0.0,0.0,0.0,30.0,
2026-02-26 02:22:00,0.0,0.0,0.0,30.0,
2026-02-26 02:23:00,0.0,0.0,0.0,30.0,
2026-02-26 02:24:00,0.0,0.0,0.0,30.0,
2026-02-26 02:25:00,0.0,0.0,0.0,30.0,
2026-02-26 02:26:00,0.0,0.0,0.0,30.0,
2026-02-26 02:27:00,0.0,0.0,0.0,30.0,
2026-02-26 02:28:00,0.0,0.0,0.0,30.0,
2026-02-26 02:29:00,0.0,0.0,0.0,30.0,
2026-02-26 02:30:00,0.0,0.0,0.0,30.0,
2026-02-26 02:31:00,0.0,0.0,0.0,30.0,
2026-02-26 02:32:00,0.0,0.0,0.0,30.0,
2026-02-26 02:33:00,0.0,0.0,0.0,30.0,
2026-02-26 02:34:00,0.0,0.0,0.0,30.0,
2026-02-26 02:35:00,0.0,0.0,0.0,30.0,
2026-02-26 02:36:00,0.0,0.0,0.0,30.0,
2026-02-26 02:37:00,0.0,0.0,0.0,30.0,
2026-02-26 02:38:00,0.0,0.0,0.0,30.0,
2026-02-26 02:39:00,0.0,0.0,0.0,30.0,
2026-02-26 02:40:00,0.0,0.0,0.0,30.0,
2026-02-26 02:41:00,0.0,0.0,0.0,30.0,
2026-02-26 02:42:00,0.0,0.0,0.0,30.0,
2026-02-26 02:43:00,0.0,0.0,0.0,30.0,
2026-02-26 02:44:00,0.0,0.0,0.0,30.0,
2026-02-26 02:45:00,0.0,0.0,0.0,30.0,
2026-02-26 02:46:00,0.0,0.0,0.0,30.0,
2026-02-26 02:47:00,0.0,0.0,0.0,30.0,
2026-02-26 02:48:00,0.0,0.0,0.0,30.0,
2026-02-26 02:49:00,0.0,0.0,0.0,30.0,
2026-02-26 02:50:00,0.0,0.0,0.0,30.0,
2026-02-26 02:51:00,0.0,0.0,0.0,30.0,
2026-02-26 02:52:00,0.0,0.0,0.0,30.0,
2026-02-26 02:53:00,0.0,0.0,0.0,30.0,
2026-02-26 02:54:00,0.0,0.0,0.0,30.0,
2026-02-26 02:55:00,0.0,0.0,0.0,30.0,
2026-02-26 02:56:00,0.0,0.0,0.0,30.0,
2026-02-26 02:57:00,0.0,0.0,0.0,30.0,
2026-02-26 02:58:00,0.0,0.0,0.0,30.0,
2026-02-26 02:59:00,0.0,0.0,0.0,30.0,
2026-02-26 03:00:00,0.0,0.0,0.0,30.0,
2026-02-26 03:01:00,0.0,0.0,0.0,30.0,
2026-02-26 03:02:00,0.0,0.0,0.0,30.0,
2026-02-26 03:03:00,0.0,0.0,0.0,30.0,
2026-02-26 03:04:00,0.0,0.0,0.0,30.0,
2026-02-26 03:05:00,0.0,0.0,0.0,30.0,
2026-02-26 03:06:00,0.0,0.0,0.0,30.0,
2026-02-26 03:07:00,0.0,0.0,0.0,30.0,
2026-02-26 03:08:00,0.0,0.0,0.0,30.0,
2026-02-26 03:09:00,0.0,0.0,0.0,30.0,
2026-02-26 03:10:00,0.0,0.0,0.0,30.0,
2026-02-26 03:11:00,0.0,0.0,0.0,30.0,
2026-02-26 03:12:00,0.0,0.0,0.0,30.0,
2026-02-26 03:13:00,0.0,0.0,0.0,30.0,
2026-02-26 03:14:00,0.0,0.0,0.0,30.0,
2026-02-26 03:15:00,0.0,0.0,0.0,30.0,
2026-02-26 03:16:00,0.0,0.0,0.0,30.0,
2026-02-26 03:17:00,0.0,0.0,0.0,30.0,
2026-02-26 03:18:00,0.0,0.0,0.0,30.0,
2026-02-26 03:19:00,0.0,0.0,0.0,30.0,
2026-02-26 03:20:00,0.0,0.0,0.0,30.0,
2026-02-26 03:21:00,0.0,0.0,0.0,30.0,
2026-02-26 03:22:00,0.0,0.0,0.0,30.0,
2026-02-26 03:23:00,0.0,0.0,0.0,30.0,
2026-02-26 03:24:00,0.0,0.0,0.0,30.0,
2026-02-26 03:25:00,0.0,0.0,0.0,30.0,
2026-02-26 03:26:00,0.0,0.0,0.0,30.0,
2026-02-26 03:27:00,0.0,0.0,0.0,30.0,
2026-02-26 03:28:00,0.0,0.0,0.0,30.0,
2026-02-26 03:29:00,0.0,0.0,0.0,30.0,
2026-02-26 03:30:00,0.0,0.0,0.0,30.0,
2026-02-26 03:31:00,0.0,0.0,0.0,30.0,
2026-02-26 03:32:00,0.0,0.0,0.0,30.0,
2026-02-26 03:33:00,0.0,0.0,0.0,30.0,
2026-02-26 03:34:00,0.0,0.0,0.0,30.0,
2026-02-26 03:35:00,0.0,0.0,0.0,30.0,
2026-02-26 03:36:00,0.0,0.0,0.0,30.0,
2026-02-26 03:37:00,0.0,0.0,0.0,30.0,
2026-02-26 03:38:00,0.0,0.0,0.0,30.0,
2026-02-26 03:39:00,0.0,0.0,0.0,30.0,
2026-02-26 03:40:00,0.0,0.0,0.0,30.0,
2026-02-26 03:41:00,0.0,0.0,0.0,30.0,
2026-02-26 03:42:00,0.0,0.0,0.0,30.0,
2026-02-26 03:43:00,0.0,0.0,0.0,30.0,
2026-02-26 03:44:00,0.0,0.0,0.0,30.0,
2026-02-26 03:45:00,0.0,0.0,0.0,30.0,
2026-02-26 03:46:00,0.0,0.0,0.0,30.0,
2026-02-26 03:47:00,0.0,0.0,0.0,30.0,
2026-02-26 03:48:00,0.0,0.0,0.0,30.0,
2026-02-26 03:49:00,0.0,0.0,0.0,30.0,
2026-02-26 03:50:00,0.0,0.0,0.0,30.0,
2026-02-26 03:51:00,0.0,0.0,0.0,30.0,
2026-02-26 03:52:00,0.0,0.0,0.0,30.0,
2026-02-26 03:53:00,0.0,0.0,0.0,30.0,
2026-02-26 03:54:00,0.0,0.0,0.0,30.0,
2026-02-26 03:55:00,0.0,0.0,0.0,30.0,
2026-02-26 03:56:00,0.0,0.0,0.0,30.0,
2026-02-26 03:57:00,0.0,0.0,0.0,30.0,
2026-02-26 03:58:00,0.0,0.0,0.0,30.0,
2026-02-26 03:59:00,0.0,0.0,0.0,30.0,
2026-02-26 04:00:00,0.0,0.0,0.0,30.0,
2026-02-26 04:01:00,0.0,0.0,0.0,30.0,
2026-02-26 04:02:00,0.0,0.0,0.0,30.0,
2026-02-26 04:03:00,0.0,0.0,0.0,30.0,
2026-02-26 04:04:00,0.0,0.0,0.0,30.0,
2026-02-26 04:05:00,0.0,0.0,0.0,30.0,
2026-02-26 04:06:00,0.0,0.0,0.0,30.0,
2026-02-26 04:07:00,0.0,0.0,0.0,30.0,
2026-02-26 04:08:00,0.0,0.0,0.0,30.0,
2026-02-26 04:09:00,0.0,0.0,0.0,30.0,
2026-02-26 04:10:00,0.0,0.0,0.0,30.0,
2026-02-26 04:11:00,0.0,0.0,0.0,30.0,
2026-02-26 04:12:00,0.0,0.0,0.0,30.0,
2026-02-26 04:13:00,0.0,0.0,0.0,30.0,
2026-02-26 04:14:00,0.0,0.0,0.0,30.0,
2026-02-26 04:15:00,0.0,0.0,0.0,30.0,
2026-02-26 04:16:00,0.0,0.0,0.0,30.0,
2026-02-26 04:17:00,0.0,0.0,0.0,30.0,
2026-02-26 04:18:00,0.0,0.0,0.0,30.0,
2026-02-26 04:19:00,0.0,0.0,0.0,30.0,
2026-02-26 04:20:00,0.0,0.0,0.0,30.0,
2026-02-26 04:21:00,0.0,0.0,0.0,30.0,
2026-02-26 04:22:00,0.0,0.0,0.0,30.0,
2026-02-26 04:23:00,0.0,0.0,0.0,30.0,
2026-02-26 04:24:00,0.0,0.0,0.0,30.0,
2026-02-26 04:25:00,0.0,0.0,0.0,30.0,
2026-02-26 04:26:00,0.0,0.0,0.0,30.0,
2026-02-26 04:27:00,0.0,0.0,0.0,30.0,
2026-02-26 04:28:00,0.0,0.0,0.0,30.0,
2026-02-26 04:29:00,0.0,0.0,0.0,30.0,
2026-02-26 04:30:00,0.0,0.0,0.0,30.0,
2026-02-26 04:31:00,0.0,0.0,0.0,30.0,
2026-02-26 04:32:00,0.0,0.0,0.0,30.0,
2026-02-26 04:33:00,0.0,0.0,0.0,30.0,
2026-02-26 04:34:00,0.0,0.0,0.0,30.0,
2026-02-26 04:35:00,0.0,0.0,0.0,30.0,
2026-02-26 04:36:00,0.0,0.0,0.0,30.0,
2026-02-26 04:37:00,0.0,0.0,0.0,30.0,
2026-02-26 04:38:00,0.0,0.0,0.0,30.0,
2026-02-26 04:39:00,0.0,0.0,0.0,30.0,
2026-02-26 04:40:00,0.0,0.0,0.0,30.0,
2026-02-26 04:41:00,0.0,0.0,0.0,30.0,
2026-02-26 04:42:00,0.0,0.0,0.0,30.0,
2026-02-26 04:43:00,0.0,0.0,0.0,30.0,
2026-02-26 04:44:00,0.0,0.0,0.0,30.0,
2026-02-26 04:45:00,0.0,0.0,0.0,30.0,
2026-02-26 04:46:00,0.0,0.0,0.0,30.0,
2026-02-26 04:47:00,0.0,0.0,0.0,30.0,
2026-02-26 04:48:00,0.0,0.0,0.0,30.0,
2026-02-26 04:49:00,0.0,0.0,0.0,30.0,
2026-02-26 04:50:00,0.0,0.0,0.0,30.0,
2026-02-26 04:51:00,0.0,0.0,0.0,30.0,
2026-02-26 04:52:00,0.0,0.0,0.0,30.0,
2026-02-26 04:53:00,0.0,0.0,0.0,30.0,
2026-02-26 04:54:00,0.0,0.0,0.0,30.0,
2026-02-26 04:55:00,0.0,0.0,0.0,30.0,
2026-02-26 04:56:00,0.0,0.0,0.0,30.0,
2026-02-26 04:57:00,0.0,0.0,0.0,30.0,
2026-02-26 04:58:00,0.0,0.0,0.0,30.0,
2026-02-26 04:59:00,0.0,0.0,0.0,30.0,
2026-02-26 05:00:00,0.0,0.0,0.0,30.0,
2026-02-26 05:01:00,0.0,0.0,0.0,30.0,
2026-02-26 05:02:00,0.0,0.0,0.0,30.0,
2026-02-26 05:03:00,0.0,0.0,0.0,30.0,
2026-02-26 05:04:00,0.0,0.0,0.0,30.0,
2026-02-26 05:05:00,0.0,0.0,0.0,30.0,
2026-02-26 05:06:00,0.0,0.0,0.0,30.0,
2026-02-26 05:07:00,0.0,0.0,0.0,30.0,
2026-02-26 05:08:00,0.0,0.0,0.0,30.0,
2026-02-26 05:09:00,0.0,0.0,0.0,30.0,
2026-02-26 05:10:00,0.0,0.0,0.0,30.0,
2026-02-26 05:11:00,0.0,0.0,0.0,30.0,
2026-02-26 05:12:00,0.0,0.0,0.0,30.0,
2026-02-26 05:13:00,0.0,0.0,0.0,30.0,
2026-02-26 05:14:00,0.0,0.0,0.0,30.0,
2026-02-26 05:15:00,0.0,0.0,0.0,30.0,
2026-02-26 05:16:00,0.0,0.0,0.0,30.0,
2026-02-26 05:17:00,0.0,0.0,0.0,30.0,
2026-02-26 05:18:00,0.0,0.0,0.0,30.0,
2026-02-26 05:19:00,0.0,0.0,0.0,30.0,
2026-02-26 05:20:00,0.0,0.0,0.0,30.0,
2026-02-26 05:21:00,0.0,0.0,0.0,30.0,
2026-02-26 05:22:00,0.0,0.0,0.0,30.0,
2026-02-26 05:23:00,0.0,0.0,0.0,30.0,
2026-02-26 05:24:00,0.0,0.0,0.0,30.0,
2026-02-26 05:25:00,0.0,0.0,0.0,30.0,
2026-02-26 05:26:00,0.0,0.0,0.0,30.0,
2026-02-26 05:27:00,0.0,0.0,0.0,30.0,
2026-02-26 05:28:00,0.0,0.0,0.0,30.0,
2026-02-26 05:29:00,0.0,0.0,0.0,30.0,
2026-02-26 05:30:00,0.0,0.0,0.0,30.0,
2026-02-26 05:31:00,0.0,0.0,0.0,30.0,
2026-02-26 05:32:00,0.0,0.0,0.0,30.0,
2026-02-26 05:33:00,0.0,0.0,0.0,30.0,
2026-02-26 05:34:00,0.0,0.0,0.0,30.0,
2026-02-26 05:35:00,0.0,0.0,0.0,30.0,
2026-02-26 05:36:00,0.0,0.0,0.0,30.0,
2026-02-26 05:37:00,0.0,0.0,0.0,30.0,
2026-02-26 05:38:00,0.0,0.0,0.0,30.0,
2026-02-26 05:39:00,0.0,0.0,0.0,30.0,
2026-02-26 05:40:00,0.0,0.0,0.0,30.0,
2026-02-26 05:41:00,0.0,0.0,0.0,30.0,
2026-02-26 05:42:00,0.0,0.0,0.0,30.0,
2026-02-26 05:43:00,0.0,0.0,0.0,30.0,
2026-02-26 05:44:00,0.0,0.0,0.0,30.0,
2026-02-26 05:45:00,0.0,0.0,0.0,30.0,
2026-02-26 05:46:00,0.0,0.0,0.0,30.0,
2026-02-26 05:47:00,0.0,0.0,0.0,30.0,
2026-02-26 05:48:00,0.0,0.0,0.0,30.0,
2026-02-26 05:49:00,0.0,0.0,0.0,30.0,
2026-02-26 05:50:00,0.0,0.0,0.0,30.0,
2026-02-26 05:51:00,0.0,0.0,0.0,30.0,
2026-02-26 05:52:00,0.0,0.0,0.0,30.0,
2026-02-26 05:53:00,0.0,0.0,0.0,30.0,
2026-02-26 05:54:00,0.0,0.0,0.0,30.0,
2026-02-26 05:55:00,0.0,0.0,0.0,30.0,
2026-02-26 05:56:00,0.0,0.0,0.0,30.0,
2026-02-26 05:57:00,0.0,0.0,0.0,30.0,
2026-02-26 05:58:00,0.0,0.0,0.0,30.0,
2026-02-26 05:59:00,0.0,0.0,0.0,30.0,
2026-02-26 06:00:00,0.0,0.0,0.0,30.0,
2026-02-26 06:01:00,0.0,0.0,0.0,30.0,
2026-02-26 06:02:00,0.0,0.0,0.0,30.0,
2026-02-26 06:03:00,0.0,0.0,0.0,30.0,
2026-02-26 06:04:00,0.0,0.0,0.0,30.0,
2026-02-26 06:05:00,0.0,0.0,0.0,30.0,
2026-02-26 06:06:00,0.0,0.0,0.0,30.0,
2026-02-26 06:07:00,0.0,0.0,0.0,30.0,
2026-02-26 06:08:00,0.0,0.0,0.0,30.0,
2026-02-26 06:09:00,0.0,0.0,0.0,30.0,
2026-02-26 06:10:00,0.0,0.0,0.0,30.0,
2026-02-26 06:11:00,0.0,0.0,0.0,30.0,
2026-02-26 06:12:00,0.0,0.0,0.0,30.0,
2026-02-26 06:13:00,0.0,0.0,0.0,30.0,
2026-02-26 06:14:00,0.0,0.0,0.0,30.0,
2026-02-26 06:15:00,0.0,0.0,0.0,30.0,
2026-02-26 06:16:00,0.0,0.0,0.0,30.0,
2026-02-26 06:17:00,0.0,0.0,0.0,30.0,
2026-02-26 06:18:00,0.0,0.0,0.0,30.0,
2026-02-26 06:19:00,0.0,0.0,0.0,30.0,
2026-02-26 06:20:00,0.0,0.0,0.0,30.0,
2026-02-26 06:21:00,0.0,0.0,0.0,30.0,
2026-02-26 06:22:00,0.0,0.0,0.0,30.0,
2026-02-26 06:23:00,0.0,0.0,0.0,30.0,
2026-02-26 06:24:00,0.0,0.0,0.0,30.0,
2026-02-26 06:25:00,0.0,0.0,0.0,30.0,
2026-02-26 06:26:00,0.0,0.0,0.0,30.0,
2026-02-26 06:27:00,0.0,0.0,0.0,30.0,
2026-02-26 06:28:00,0.0,0.0,0.0,30.0,
2026-02-26 06:29:00,0.0,0.0,0.0,30.0,
2026-02-26 06:30:00,0.0,0.0,0.0,30.0,
2026-02-26 06:31:00,0.0,0.0,0.0,30.0,
2026-02-26 06:32:00,0.0,0.0,0.0,30.0,
2026-02-26 06:33:00,0.0,0.0,0.0,30.0,
2026-02-26 06:34:00,0.0,0.0,0.0,30.0,
2026-02-26 06:35:00,0.0,0.0,0.0,30.0,
2026-02-26 06:36:00,0.0,0.0,0.0,30.0,
2026-02-26 06:37:00,0.0,0.0,0.0,30.0,
2026-02-26 06:38:00,0.0,0.0,0.0,30.0,
2026-02-26 06:39:00,0.0,0.0,0.0,30.0,
2026-02-26 06:40:00,0.0,0.0,0.0,30.0,
2026-02-26 06:41:00,0.0,0.0,0.0,30.0,
2026-02-26 06:42:00,0.0,0.0,0.0,30.0,
2026-02-26 06:43:00,0.0,0.0,0.0,30.0,
2026-02-26 06:44:00,0.0,0.0,0.0,30.0,
2026-02-26 06:45:00,0.0,0.0,0.0,30.0,
2026-02-26 06:46:00,0.0,0.0,0.0,30.0,
2026-02-26 06:47:00,0.0,0.0,0.0,30.0,
2026-02-26 06:48:00,0.0,0.0,0.0,30.0,
2026-02-26 06:49:00,0.0,0.0,0.0,30.0,
2026-02-26 06:50:00,0.0,0.0,0.0,30.0,
2026-02-26 06:51:00,0.0,0.0,0.0,30.0,
2026-02-26 06:52:00,0.0,0.0,0.0,30.0,
2026-02-26 06:53:00,0.0,0.0,0.0,30.0,
2026-02-26 06:54:00,0.0,0.0,0.0,30.0,
2026-02-26 06:55:00,0.0,0.0,0.0,30.0,
2026-02-26 06:56:00,0.0,0.0,0.0,30.0,
2026-02-26 06:57:00,0.0,0.0,0.0,30.0,
2026-02-26 06:58:00,0.0,0.0,0.0,30.0,
2026-02-26 06:59:00,0.0,0.0,0.0,30.0,
2026-02-26 07:00:00,0.0,0.0,0.0,30.0,
2026-02-26 07:01:00,0.0,0.0,0.0,30.0,
2026-02-26 07:02:00,0.0,0.0,0.0,30.0,
2026-02-26 07:03:00,0.0,0.0,0.0,30.0,
2026-02-26 07:04:00,0.0,0.0,0.0,30.0,
2026-02-26 07:05:00,0.0,0.0,0.0,30.0,
2026-02-26 07:06:00,-0.011,0.0,0.0002,30.0,
2026-02-26 07:07:00,-0.199,0.0,0.0035,30.0,
2026-02-26 07:08:00,-0.384,0.0,0.0099,30.0,
2026-02-26 07:09:00,-0.565,0.0,0.0193,30.01,
2026-02-26 07:10:00,-0.743,0.0,0.0317,30.01,
2026-02-26 07:11:00,-0.917,0.0,0.047,30.02,
2026-02-26 07:12:00,-1.087,0.0,0.0651,30.03,
2026-02-26 07:13:00,-1.254,0.0,0.086,30.03,
2026-02-26 07:14:00,-1.417,0.0,0.1096,30.04,
2026-02-26 07:15:00,-1.577,0.0,0.1359,30.05,
2026-02-26 07:16:00,-1.733,0.0,0.1648,30.06,
2026-02-26 07:17:00,-1.885,0.0,0.1962,30.08,
2026-02-26 07:18:00,-2.033,0.0,0.2301,30.09,
2026-02-26 07:19:00,-2.178,0.0,0.2664,30.1,
2026-02-26 07:20:00,-2.318,0.0,0.305,30.12,
2026-02-26 07:21:00,-2.455,0.0,0.3459,30.13,
2026-02-26 07:22:00,-2.589,0.0,0.3891,30.15,
2026-02-26 07:23:00,-2.718,0.0,0.4344,30.17,
2026-02-26 07:24:00,-2.843,0.0,0.4818,30.19,
2026-02-26 07:25:00,-2.965,0.0,0.5312,30.2,
2026-02-26 07:26:00,-3.083,0.0,0.5826,30.22,
2026-02-26 07:27:00,-3.196,0.0,0.6358,30.24,
2026-02-26 07:28:00,-3.306,0.0,0.6909,30.27,
2026-02-26 07:29:00,-3.412,0.0,0.7478,30.29,
2026-02-26 07:30:00,-3.515,0.0,0.8064,30.31,
2026-02-26 07:31:00,-3.613,0.0,0.8666,30.33,
2026-02-26 07:32:00,-3.707,0.0,0.9284,30.36,
2026-02-26 07:33:00,-3.798,0.0,0.9917,30.38,
2026-02-26 07:34:00,-3.885,0.0,1.0564,30.41,
2026-02-26 07:35:00,-3.968,0.0,1.1226,30.43,
2026-02-26 07:36:00,-4.047,0.0,1.19,30.46,
2026-02-26 07:37:00,-4.122,0.0,1.2587,30.48,
2026-02-26 07:38:00,-4.193,0.0,1.3286,30.51,
2026-02-26 07:39:00,-4.261,0.0,1.3996,30.54,
2026-02-26 07:40:00,-4.325,0.0,1.4717,30.57,
2026-02-26 07:41:00,-4.385,0.0,1.5448,30.59,
